frame_num,frame_path,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,shoulder_rotation,hip_rotation,trunk_separation,left_wrist_height,right_wrist_height
101,frame_0101.jpg,,,,,,,,,
102,frame_0102.jpg,,,,,,,,,
103,frame_0103.jpg,,,,,,,,,
104,frame_0104.jpg,,,,,,,,,
105,frame_0105.jpg,,,,,,,,,
106,frame_0106.jpg,,,,,,,,,
107,frame_0107.jpg,,,,,,,,,
108,frame_0108.jpg,,168.7,,,,,,,0.7
109,frame_0109.jpg,,94.3,,,,,,,0.3
110,frame_0110.jpg,,,,,,,,,
111,frame_0111.jpg,,,,,,,,,
112,frame_0112.jpg,,,,,,,,,
113,frame_0113.jpg,,,,,,,,,
114,frame_0114.jpg,,,,,,,,,
115,frame_0115.jpg,,,,,,,,,
116,frame_0116.jpg,,,,,,,,,
117,frame_0117.jpg,,,,,,,,,
118,frame_0118.jpg,,171.6,,,24.0,,,,0.5
119,frame_0119.jpg,,,,,,,,,
120,frame_0120.jpg,,,,,,,,,
121,frame_0121.jpg,,,,,,,,,
122,frame_0122.jpg,,86.1,,,,,,0.6,0.2
123,frame_0123.jpg,,,,,,,,,
124,frame_0124.jpg,,,,,,,,,
125,frame_0125.jpg,,,,,,,,,
126,frame_0126.jpg,126.4,,,,,,,0.2,0.5
127,frame_0127.jpg,,,,,,,,,
128,frame_0128.jpg,,169.0,,,37.5,,,,0.6
129,frame_0129.jpg,,99.6,,,,,,,0.3
130,frame_0130.jpg,,,,,,,,,
131,frame_0131.jpg,,,,,,,,,
132,frame_0132.jpg,,,,,,,,,
133,frame_0133.jpg,,,,,,,,,
134,frame_0134.jpg,,,,,,,,,
135,frame_0135.jpg,,,,,,,,,
136,frame_0136.jpg,,,,,,,,,
137,frame_0137.jpg,,,,,116.1,,,0.5,0.5
138,frame_0138.jpg,,,,,,,,,
139,frame_0139.jpg,,,,,,,,,
140,frame_0140.jpg,,,,,,,,,
141,frame_0141.jpg,,,,,,,,,
142,frame_0142.jpg,,170.4,,,,,,,0.4
143,frame_0143.jpg,,160.0,,,22.4,15.0,7.4,,0.4
144,frame_0144.jpg,,164.4,,,31.4,15.0,16.4,,0.4
145,frame_0145.jpg,,167.6,166.8,,34.3,4.2,30.1,,0.4
146,frame_0146.jpg,167.9,172.6,170.5,158.7,29.9,5.2,24.7,0.4,0.4
147,frame_0147.jpg,129.5,175.1,178.7,178.2,13.6,5.9,7.7,0.4,0.4
148,frame_0148.jpg,178.9,172.1,179.5,,1.0,7.6,6.6,0.4,0.4
149,frame_0149.jpg,156.4,168.4,177.7,,4.4,3.8,0.6,0.4,0.4
150,frame_0150.jpg,140.9,169.2,,,13.5,7.5,6.0,0.3,0.4
151,frame_0151.jpg,139.5,166.8,,,15.4,9.2,6.2,0.3,0.4
152,frame_0152.jpg,153.2,169.6,,,7.6,6.5,1.1,0.4,0.4
153,frame_0153.jpg,154.7,170.6,,176.7,5.3,12.6,7.4,0.4,0.4
154,frame_0154.jpg,154.0,171.5,,177.3,4.3,14.6,10.3,0.4,0.4
155,frame_0155.jpg,168.9,172.4,,178.0,9.7,13.8,4.1,0.4,0.4
156,frame_0156.jpg,175.5,176.1,177.3,177.3,18.2,14.0,4.2,0.4,0.4
157,frame_0157.jpg,22.0,178.2,133.6,165.7,14.8,171.3,156.5,0.2,0.4
158,frame_0158.jpg,29.9,176.3,128.7,172.8,12.7,63.8,51.1,0.2,0.4
159,frame_0159.jpg,123.7,167.7,,175.0,4.3,7.4,3.1,0.3,0.4
160,frame_0160.jpg,144.7,145.1,172.2,174.7,0.0,1.9,1.8,0.4,0.4
161,frame_0161.jpg,127.1,,179.1,174.0,5.8,11.2,5.4,0.4,
162,frame_0162.jpg,136.2,,,171.8,26.6,4.8,21.9,0.3,0.4
163,frame_0163.jpg,139.3,156.2,,172.1,27.4,26.8,0.6,0.3,0.4
164,frame_0164.jpg,123.4,116.8,,171.5,81.9,153.9,72.0,0.3,0.3
165,frame_0165.jpg,97.7,80.3,,174.4,104.5,177.9,73.3,0.2,0.2
166,frame_0166.jpg,68.0,37.4,,174.2,122.0,171.1,49.2,0.2,0.3
167,frame_0167.jpg,145.7,166.8,,177.5,79.6,174.4,94.7,0.5,0.5
168,frame_0168.jpg,,,,165.9,24.8,23.4,1.4,,
169,frame_0169.jpg,128.0,158.1,159.6,172.1,7.8,13.7,5.9,0.1,0.1
170,frame_0170.jpg,33.6,,,160.0,5.8,0.8,5.0,0.2,
171,frame_0171.jpg,170.7,,,163.2,17.5,2.7,14.8,0.3,0.4
172,frame_0172.jpg,130.8,103.4,158.1,154.3,76.3,28.5,47.7,0.3,0.3
173,frame_0173.jpg,72.0,52.1,157.0,158.6,110.7,168.8,58.1,0.2,0.2
174,frame_0174.jpg,136.6,176.9,159.9,166.2,62.1,10.3,51.8,0.5,0.5
175,frame_0175.jpg,,,169.3,169.3,19.1,15.2,3.8,,
176,frame_0176.jpg,132.9,168.8,164.3,168.4,8.0,18.9,10.8,0.1,0.1
177,frame_0177.jpg,,,165.1,164.9,2.6,15.1,12.5,,
178,frame_0178.jpg,173.9,133.5,164.8,165.2,32.5,29.9,2.6,0.3,0.4
179,frame_0179.jpg,165.8,127.8,174.0,176.2,77.9,136.0,58.1,0.3,0.4
180,frame_0180.jpg,126.2,92.5,,170.5,105.1,153.4,48.4,0.2,0.2
181,frame_0181.jpg,52.0,47.3,,173.7,111.4,155.4,44.0,0.2,0.2
182,frame_0182.jpg,139.1,164.3,158.7,171.4,74.8,167.5,92.7,0.5,0.5
183,frame_0183.jpg,15.9,,158.8,175.8,16.4,28.7,12.3,0.2,
184,frame_0184.jpg,159.5,179.0,157.7,177.9,6.7,27.1,20.4,0.1,0.1
185,frame_0185.jpg,,,157.9,168.1,0.4,8.7,8.3,,
186,frame_0186.jpg,172.3,,166.7,171.9,30.0,13.3,16.6,0.4,0.4
187,frame_0187.jpg,163.9,149.0,,164.2,61.3,164.4,103.0,0.4,0.4
188,frame_0188.jpg,154.0,133.2,,169.3,83.6,156.8,73.1,0.3,0.4
189,frame_0189.jpg,162.1,133.5,,168.9,101.5,153.9,52.3,0.3,0.3
190,frame_0190.jpg,179.8,95.7,,166.0,112.3,161.6,49.4,0.1,0.2
191,frame_0191.jpg,115.7,83.0,,163.9,130.5,166.1,35.6,0.1,0.2
192,frame_0192.jpg,67.5,23.2,,168.3,123.3,163.5,40.2,0.2,0.2
193,frame_0193.jpg,165.0,,,169.0,14.4,171.8,157.4,0.5,0.5
194,frame_0194.jpg,30.3,132.3,,163.2,9.0,33.8,24.8,0.1,0.1
195,frame_0195.jpg,124.2,155.9,,175.7,4.4,23.8,19.5,0.1,0.1
196,frame_0196.jpg,29.5,,,167.4,10.8,14.2,3.4,0.2,
197,frame_0197.jpg,159.8,145.2,,173.9,50.9,157.6,106.7,0.4,0.4
198,frame_0198.jpg,154.5,145.8,170.0,176.3,84.3,163.8,79.6,0.4,0.4
199,frame_0199.jpg,152.1,143.1,,171.1,82.8,159.1,76.2,0.3,0.4
200,frame_0200.jpg,149.5,147.9,,171.2,95.2,157.0,61.8,0.3,0.4
201,frame_0201.jpg,155.4,142.6,,151.8,104.1,155.1,50.9,0.3,0.3
202,frame_0202.jpg,152.4,94.4,,170.5,116.3,167.2,51.0,0.1,0.2
203,frame_0203.jpg,86.0,73.8,,165.3,117.2,170.0,52.8,0.2,0.2
204,frame_0204.jpg,149.1,178.3,,166.7,39.5,146.2,106.7,0.5,0.5
205,frame_0205.jpg,69.8,,,175.1,6.5,24.3,17.8,0.1,
206,frame_0206.jpg,132.1,,,177.4,0.6,21.7,21.1,0.1,
207,frame_0207.jpg,8.0,,,172.2,7.0,7.1,0.2,0.2,
208,frame_0208.jpg,166.9,150.2,,164.6,39.0,29.6,9.4,0.4,0.4
209,frame_0209.jpg,158.0,149.4,,163.5,85.1,161.6,76.4,0.4,0.4
210,frame_0210.jpg,153.0,148.3,,164.3,76.7,172.7,96.1,0.4,0.4
211,frame_0211.jpg,155.8,154.8,164.5,156.4,78.2,165.8,87.7,0.4,0.4
212,frame_0212.jpg,145.6,134.4,,168.1,106.6,174.4,67.8,0.2,0.3
213,frame_0213.jpg,108.9,91.0,,176.6,113.0,173.6,60.6,0.1,0.2
214,frame_0214.jpg,105.0,13.9,,166.0,130.4,168.4,37.9,0.3,0.3
215,frame_0215.jpg,169.5,124.0,,157.1,14.5,33.1,18.6,0.5,0.5
216,frame_0216.jpg,108.0,92.5,,179.1,19.0,28.8,9.8,0.1,0.1
217,frame_0217.jpg,66.6,,,172.6,6.4,28.5,22.2,0.1,
218,frame_0218.jpg,175.8,,,,7.4,13.0,5.7,0.4,
219,frame_0219.jpg,166.3,158.0,,,36.2,24.1,12.1,0.4,0.5
220,frame_0220.jpg,160.9,151.1,165.5,168.1,79.2,27.2,52.0,0.4,0.5
221,frame_0221.jpg,157.4,148.8,,158.8,84.7,165.1,80.5,0.4,0.5
222,frame_0222.jpg,157.7,150.6,,165.4,90.3,179.2,89.0,0.4,0.5
223,frame_0223.jpg,149.8,147.1,,160.1,87.0,175.1,88.0,0.3,0.4
224,frame_0224.jpg,126.6,123.3,,173.1,100.1,170.4,70.3,0.2,0.3
225,frame_0225.jpg,93.2,79.3,,168.0,112.0,155.3,43.4,0.3,0.3
226,frame_0226.jpg,159.8,,,166.3,4.9,41.8,36.9,0.5,0.5
227,frame_0227.jpg,17.5,154.3,,173.5,2.9,35.6,32.6,0.1,0.1
228,frame_0228.jpg,,,,174.4,2.8,30.9,28.1,,
229,frame_0229.jpg,0.1,,,171.8,14.2,36.2,22.1,0.2,
230,frame_0230.jpg,163.2,147.7,,173.9,30.5,30.9,0.4,0.3,0.4
231,frame_0231.jpg,156.4,150.0,158.0,167.4,69.7,101.3,31.6,0.4,0.4
232,frame_0232.jpg,148.3,145.9,,164.1,84.0,158.8,74.8,0.3,0.4
233,frame_0233.jpg,118.7,118.4,,156.1,101.5,175.4,73.9,0.2,0.3
234,frame_0234.jpg,66.4,73.8,,169.1,109.4,170.4,61.0,0.2,0.3
235,frame_0235.jpg,140.4,165.6,,162.6,89.1,167.1,78.0,0.5,0.5
236,frame_0236.jpg,4.0,,,163.6,4.4,29.8,25.4,0.3,
237,frame_0237.jpg,176.2,144.4,150.0,176.6,3.7,25.7,21.9,0.1,0.1
238,frame_0238.jpg,137.5,,,170.6,2.4,11.9,9.5,0.1,
239,frame_0239.jpg,172.3,179.3,,160.9,10.6,30.3,19.7,0.4,0.4
240,frame_0240.jpg,162.7,153.2,,174.3,41.7,9.7,32.0,0.4,0.5
241,frame_0241.jpg,149.7,150.8,171.7,169.2,76.4,167.5,91.1,0.4,0.4
242,frame_0242.jpg,135.1,130.7,,161.5,99.8,164.2,64.4,0.2,0.3
243,frame_0243.jpg,78.6,91.1,,170.1,106.5,161.2,54.7,0.1,0.2
244,frame_0244.jpg,80.3,7.8,,164.4,145.7,165.4,19.7,0.3,0.3
245,frame_0245.jpg,164.3,165.3,,160.1,3.5,48.8,45.2,0.6,0.5
246,frame_0246.jpg,158.6,,,176.1,5.5,31.3,25.9,0.1,
247,frame_0247.jpg,,,,177.5,4.6,23.8,19.1,,
248,frame_0248.jpg,,,,177.5,2.3,2.4,0.1,,
249,frame_0249.jpg,173.7,143.4,,162.9,18.3,14.1,4.2,0.4,0.4
250,frame_0250.jpg,162.8,159.7,,155.9,46.4,12.1,34.2,0.4,0.5
251,frame_0251.jpg,157.2,155.1,,166.7,66.8,94.5,27.7,0.4,0.4
252,frame_0252.jpg,148.9,150.1,180.0,166.4,84.5,152.4,68.0,0.3,0.4
253,frame_0253.jpg,143.9,137.9,,162.5,101.8,161.6,59.8,0.2,0.3
254,frame_0254.jpg,119.1,116.7,,173.2,107.9,164.4,56.6,0.1,0.2
255,frame_0255.jpg,88.1,85.7,,168.0,115.4,159.5,44.1,0.2,0.3
256,frame_0256.jpg,151.7,174.3,,165.4,28.1,47.1,19.0,0.5,0.5
257,frame_0257.jpg,,,,179.8,16.2,34.4,18.2,,
258,frame_0258.jpg,126.1,109.2,,174.4,5.3,32.9,27.6,0.1,0.1
259,frame_0259.jpg,13.3,,,167.1,0.6,22.3,21.7,0.1,
260,frame_0260.jpg,168.4,,,163.0,20.6,7.0,13.6,0.4,
261,frame_0261.jpg,160.6,155.5,,162.1,51.8,52.6,0.8,0.4,0.5
262,frame_0262.jpg,146.1,142.2,170.1,168.5,98.0,160.9,62.9,0.4,0.4
263,frame_0263.jpg,105.1,124.0,,165.2,100.1,173.3,73.2,0.2,0.3
264,frame_0264.jpg,84.6,90.2,,165.3,120.0,163.7,43.7,0.3,0.3
265,frame_0265.jpg,151.3,178.8,,166.4,84.8,154.2,69.4,0.5,0.6
266,frame_0266.jpg,139.3,,,159.5,7.0,35.2,28.2,0.4,
267,frame_0267.jpg,145.2,153.0,,176.2,1.3,33.8,32.5,0.1,0.1
268,frame_0268.jpg,130.6,,,166.8,8.4,11.9,3.5,0.1,
269,frame_0269.jpg,162.2,,,165.5,16.0,8.7,7.3,0.4,
270,frame_0270.jpg,163.9,155.6,,159.8,32.9,18.1,14.9,0.4,0.5
271,frame_0271.jpg,152.6,147.9,,165.3,68.3,165.6,97.3,0.4,0.5
272,frame_0272.jpg,151.1,146.6,,172.2,105.1,169.2,64.1,0.4,0.4
273,frame_0273.jpg,136.0,147.5,,169.6,85.7,166.7,81.0,0.3,0.4
274,frame_0274.jpg,105.7,125.8,,169.8,101.9,168.3,66.4,0.2,0.3
275,frame_0275.jpg,89.8,24.7,,165.4,130.8,160.3,29.5,0.3,0.3
276,frame_0276.jpg,156.5,,,171.3,0.1,80.6,80.5,0.5,0.5
277,frame_0277.jpg,147.3,,,175.7,15.6,33.4,17.8,0.1,
278,frame_0278.jpg,138.4,,155.9,173.3,3.3,23.0,19.8,0.1,
279,frame_0279.jpg,5.3,,152.5,173.7,15.0,13.2,1.8,0.1,
280,frame_0280.jpg,163.6,170.3,157.7,177.1,21.1,14.5,6.5,0.4,0.4
281,frame_0281.jpg,179.7,168.8,170.3,170.3,8.3,21.5,13.1,0.4,0.4
282,frame_0282.jpg,176.9,161.5,171.0,178.9,8.6,10.0,1.5,0.5,0.4
283,frame_0283.jpg,179.2,158.7,172.7,179.4,5.6,16.5,10.8,0.5,0.4
284,frame_0284.jpg,177.2,164.9,169.4,175.1,1.7,13.8,12.1,0.4,0.4
285,frame_0285.jpg,43.7,169.2,169.1,172.7,20.9,0.1,20.8,0.3,0.4
286,frame_0286.jpg,114.4,,,172.6,33.4,3.0,30.4,0.3,
287,frame_0287.jpg,108.6,,,173.0,36.8,4.7,32.1,0.3,
288,frame_0288.jpg,101.6,127.6,,175.8,130.0,178.8,48.8,0.3,0.3
289,frame_0289.jpg,95.7,160.1,170.6,166.6,134.8,179.7,44.9,0.3,0.3
290,frame_0290.jpg,91.4,142.7,,,141.3,166.6,25.3,0.3,0.3
291,frame_0291.jpg,95.1,150.0,,,151.5,179.9,28.4,0.3,0.4
292,frame_0292.jpg,96.3,153.6,134.0,125.3,147.8,151.7,3.9,0.2,0.3
293,frame_0293.jpg,89.0,54.1,,,170.8,26.1,144.6,0.2,0.3
294,frame_0294.jpg,,,,,,,,,
295,frame_0295.jpg,,,,,,,,,
296,frame_0296.jpg,,,,,,,,,
297,frame_0297.jpg,,,,,,,,,
298,frame_0298.jpg,,,,,,,,,
299,frame_0299.jpg,,,,,,,,,
300,frame_0300.jpg,,,,,,,,,
301,frame_0301.jpg,,,,,,,,,
302,frame_0302.jpg,,,,,,,,,
303,frame_0303.jpg,,,,,,,,,
304,frame_0304.jpg,,,,,,,,,
305,frame_0305.jpg,,,,,,,,,
306,frame_0306.jpg,,,,,,,,,
307,frame_0307.jpg,,,,,,,,,
308,frame_0308.jpg,,,,,,,,,
309,frame_0309.jpg,,,,,,,,,
310,frame_0310.jpg,,,,,,,,,
311,frame_0311.jpg,,,,,,,,,
312,frame_0312.jpg,,,,,,,,,
313,frame_0313.jpg,,,,,,,,,
314,frame_0314.jpg,,,,,,,,,
315,frame_0315.jpg,,,,,,,,,
316,frame_0316.jpg,,,,,,,,,
317,frame_0317.jpg,,,,,,,,,
318,frame_0318.jpg,,,,,,,,,
319,frame_0319.jpg,,,,,,,,,
320,frame_0320.jpg,,,,,,,,,
321,frame_0321.jpg,,,,,,,,,
322,frame_0322.jpg,,,,,,,,,
323,frame_0323.jpg,,,,,,,,,
324,frame_0324.jpg,,,,,,,,,
325,frame_0325.jpg,,,,,,,,,
326,frame_0326.jpg,,,,,,,,,
327,frame_0327.jpg,,,,,,,,,
328,frame_0328.jpg,,,,,,,,,
329,frame_0329.jpg,,,,,,,,,
330,frame_0330.jpg,,,,,,,,,
331,frame_0331.jpg,,,,,,,,,
332,frame_0332.jpg,,,,,,,,,
333,frame_0333.jpg,,,,,,,,,
334,frame_0334.jpg,,,,,,,,,
335,frame_0335.jpg,,,,,,,,,
336,frame_0336.jpg,,,,,,,,,
337,frame_0337.jpg,,,,,,,,,
338,frame_0338.jpg,,,,,,,,,
339,frame_0339.jpg,,,,,,,,,
340,frame_0340.jpg,,,,,,,,,
341,frame_0341.jpg,,,,,,,,,
342,frame_0342.jpg,,,,,,,,,
343,frame_0343.jpg,,,,,,,,,
344,frame_0344.jpg,,,,,,,,,
345,frame_0345.jpg,,,,,,,,,
346,frame_0346.jpg,,,,,,,,,
347,frame_0347.jpg,,,,,,,,,
348,frame_0348.jpg,,,,,,,,,
349,frame_0349.jpg,,,,,,,,,
350,frame_0350.jpg,,,,,,,,,
351,frame_0351.jpg,,,,,,,,,
352,frame_0352.jpg,,,,,,,,,
353,frame_0353.jpg,,,,,,,,,
354,frame_0354.jpg,,,,,,,,,
355,frame_0355.jpg,,,,,,,,,
356,frame_0356.jpg,,,,,,,,,
357,frame_0357.jpg,,,,,,,,,
358,frame_0358.jpg,,,,,,,,,
359,frame_0359.jpg,,,,,,,,,
360,frame_0360.jpg,,,,,,,,,
361,frame_0361.jpg,,,,,,,,,
362,frame_0362.jpg,,,,,,,,,
363,frame_0363.jpg,161.2,158.3,,,160.5,161.2,0.7,0.4,0.5
364,frame_0364.jpg,144.1,158.8,,,165.8,165.3,0.5,0.3,0.5
365,frame_0365.jpg,147.4,164.0,,,174.3,179.2,5.0,0.3,0.5
366,frame_0366.jpg,160.5,164.6,,,173.1,179.6,6.5,0.3,0.5
367,frame_0367.jpg,169.7,161.3,,,176.2,176.1,0.2,0.4,0.4
368,frame_0368.jpg,,168.3,,,174.4,174.9,0.5,,0.4
369,frame_0369.jpg,,172.4,,,177.0,171.1,5.9,,0.4
370,frame_0370.jpg,,172.8,,,173.4,163.7,9.7,,0.4
371,frame_0371.jpg,,177.6,,179.9,176.7,161.7,15.0,,0.4
372,frame_0372.jpg,168.8,167.8,,177.7,179.6,169.4,10.2,0.4,0.4
373,frame_0373.jpg,141.4,178.4,,,163.9,179.2,15.4,0.4,0.4
374,frame_0374.jpg,131.5,179.0,,,142.9,162.6,19.7,0.4,0.4
375,frame_0375.jpg,127.9,171.6,,,131.9,138.2,6.3,0.4,0.4
376,frame_0376.jpg,131.2,145.0,,,139.7,6.2,133.5,0.4,0.4
377,frame_0377.jpg,141.9,160.8,,158.5,159.4,45.8,113.6,0.4,0.4
378,frame_0378.jpg,140.5,149.4,,170.2,128.9,62.1,66.8,0.4,0.3
379,frame_0379.jpg,139.6,172.7,170.5,178.5,112.6,40.5,72.0,0.4,0.5
380,frame_0380.jpg,135.4,158.7,156.6,169.4,63.2,3.1,60.1,0.4,0.4
381,frame_0381.jpg,137.0,134.3,179.3,172.5,29.9,9.5,20.4,0.4,0.4
382,frame_0382.jpg,136.5,,,170.9,34.7,4.1,30.6,0.4,
383,frame_0383.jpg,138.3,130.3,,171.0,10.8,7.8,3.0,0.4,0.3
384,frame_0384.jpg,140.0,128.4,,173.5,123.6,20.4,103.1,0.4,0.3
385,frame_0385.jpg,141.7,127.3,,171.1,56.4,16.1,40.4,0.4,0.3
386,frame_0386.jpg,144.7,141.8,,171.1,47.7,5.7,42.0,0.4,0.3
387,frame_0387.jpg,144.5,142.3,,173.6,127.4,14.2,113.2,0.4,0.3
388,frame_0388.jpg,142.2,142.5,,174.0,152.5,15.9,136.7,0.4,0.3
389,frame_0389.jpg,147.4,147.0,,174.0,151.0,16.5,134.6,0.4,0.3
390,frame_0390.jpg,152.4,156.6,,175.1,134.7,18.0,116.7,0.4,0.4
391,frame_0391.jpg,155.7,163.0,,177.3,139.9,51.2,88.7,0.4,0.4
392,frame_0392.jpg,153.5,163.0,,175.9,136.9,58.3,78.6,0.4,0.4
393,frame_0393.jpg,151.5,163.4,,174.7,143.2,79.8,63.4,0.4,0.4
394,frame_0394.jpg,149.2,164.6,,171.7,144.9,38.9,106.0,0.4,0.4
395,frame_0395.jpg,147.9,164.8,,174.8,145.6,61.6,84.0,0.4,0.4
396,frame_0396.jpg,148.5,161.5,,171.0,147.2,34.0,113.2,0.4,0.4
397,frame_0397.jpg,150.1,163.5,,170.7,143.4,30.4,113.0,0.4,0.4
398,frame_0398.jpg,150.2,164.8,,170.9,142.8,30.1,112.7,0.4,0.4
399,frame_0399.jpg,149.9,164.4,,170.3,143.3,31.0,112.3,0.4,0.4
400,frame_0400.jpg,143.8,163.4,,169.8,133.3,32.4,100.9,0.4,0.3
401,frame_0401.jpg,135.0,154.6,,170.5,131.0,18.1,112.9,0.3,0.3
402,frame_0402.jpg,131.2,138.7,,171.8,52.4,42.8,9.7,0.2,0.2
403,frame_0403.jpg,145.3,164.8,,177.3,112.5,14.5,98.0,0.3,0.3
404,frame_0404.jpg,164.5,172.2,,178.7,179.2,49.7,129.5,0.4,0.4
405,frame_0405.jpg,167.4,,,173.5,14.3,9.6,4.7,0.5,
406,frame_0406.jpg,139.2,173.6,,173.1,23.8,17.3,6.5,0.1,0.3
407,frame_0407.jpg,,,,173.2,47.5,15.9,31.6,,
408,frame_0408.jpg,,,152.5,162.3,55.2,0.0,,,
